Gene	Status
55913at314145	Single
55915at314145	Single
55916at314145	Single
55921at314145	Single
55922at314145	Single
55935at314145	Single
55951at314145	Single
55963at314145	Single
55973at314145	Single
55983at314145	Single
55984at314145	Single
55986at314145	Single
56009at314145	Single
56024at314145	Single
56036at314145	Single
56038at314145	Single
56041at314145	Single
56044at314145	Single
56048at314145	Single
56054at314145	Single
56066at314145	Single
56073at314145	Single
56078at314145	Single
56088at314145	Single
56092at314145	Single
56098at314145	Single
56099at314145	Single
56108at314145	Single
56110at314145	Single
56114at314145	Single
56124at314145	Single
56126at314145	Single
56131at314145	Single
56134at314145	Single
56151at314145	Single
56173at314145	Single
56180at314145	Single
56182at314145	Single
56188at314145	Single
56190at314145	Single
5619at314145	Single
56202at314145	Single
56204at314145	Single
56206at314145	Single
56215at314145	Single
56221at314145	Single
56237at314145	Single
56252at314145	Single
56295at314145	Single
5629at314145	Single
56318at314145	Single
56323at314145	Single
56329at314145	Single
56337at314145	Single
56351at314145	Single
56365at314145	Single
56367at314145	Single
56373at314145	Single
5637at314145	Single
56380at314145	Single
56390at314145	Single
56396at314145	Single
56409at314145	Single
56413at314145	Single
56423at314145	Single
56433at314145	Single
56434at314145	Single
56453at314145	Single
56471at314145	Single
56472at314145	Single
56476at314145	Single
5648at314145	Single
56515at314145	Single
56539at314145	Single
56554at314145	Single
56564at314145	Single
56571at314145	Single
5657at314145	Single
56585at314145	Single
56586at314145	Single
56593at314145	Single
56594at314145	Single
565at314145	Single
56611at314145	Single
5661at314145	Single
56621at314145	Single
56655at314145	Single
56661at314145	Single
56667at314145	Single
56679at314145	Single
56680at314145	Single
56685at314145	Single
56688at314145	Single
56690at314145	Single
56705at314145	Single
56706at314145	Single
56712at314145	Single
56723at314145	Single
56728at314145	Single
56731at314145	Duplicated
56731at314145	Duplicated
56741at314145	Single
56747at314145	Single
56764at314145	Single
56777at314145	Single
56784at314145	Single
56785at314145	Single
56788at314145	Single
56811at314145	Single
56840at314145	Single
56842at314145	Single
56845at314145	Single
56852at314145	Single
56854at314145	Single
56865at314145	Single
56867at314145	Single
56876at314145	Single
56879at314145	Single
56880at314145	Single
56882at314145	Single
56886at314145	Single
56889at314145	Single
5688at314145	Single
56894at314145	Single
56895at314145	Single
56909at314145	Single
5691at314145	Single
5692at314145	Single
56930at314145	Single
56942at314145	Single
56962at314145	Single
56968at314145	Single
56969at314145	Single
56973at314145	Single
56985at314145	Single
56996at314145	Single
56998at314145	Single
57003at314145	Single
57011at314145	Single
57019at314145	Single
57036at314145	Single
57043at314145	Single
57046at314145	Single
57059at314145	Single
57062at314145	Single
57071at314145	Single
57077at314145	Single
57122at314145	Single
57126at314145	Single
57143at314145	Single
57153at314145	Single
57159at314145	Single
57163at314145	Single
57182at314145	Single
57200at314145	Single
57206at314145	Single
57208at314145	Single
57211at314145	Single
57214at314145	Single
57215at314145	Single
5721at314145	Single
57228at314145	Single
57230at314145	Single
57238at314145	Single
57239at314145	Single
5723at314145	Single
57247at314145	Single
57249at314145	Single
5724at314145	Single
57253at314145	Single
57256at314145	Single
57263at314145	Single
5726at314145	Single
57276at314145	Single
57277at314145	Single
57290at314145	Single
57291at314145	Single
57292at314145	Single
57299at314145	Single
57316at314145	Single
57322at314145	Single
57325at314145	Single
57330at314145	Single
57334at314145	Single
57362at314145	Single
57380at314145	Single
57382at314145	Single
57391at314145	Single
57393at314145	Single
57395at314145	Single
57398at314145	Single
57399at314145	Single
573at314145	Single
57412at314145	Single
57449at314145	Single
57454at314145	Single
57457at314145	Single
57465at314145	Single
57472at314145	Single
57479at314145	Single
57489at314145	Single
5749at314145	Single
57503at314145	Single
5750at314145	Single
57510at314145	Single
57512at314145	Single
57520at314145	Single
5753at314145	Single
57549at314145	Single
57564at314145	Single
57573at314145	Single
57574at314145	Single
57578at314145	Single
57598at314145	Single
57610at314145	Single
57619at314145	Single
57620at314145	Single
57624at314145	Single
57627at314145	Single
57633at314145	Single
57648at314145	Single
57649at314145	Single
57652at314145	Single
57653at314145	Single
5765at314145	Single
57667at314145	Single
57668at314145	Single
57674at314145	Single
57677at314145	Single
57687at314145	Single
57693at314145	Single
57697at314145	Single
576at314145	Single
57702at314145	Single
57707at314145	Single
57716at314145	Single
57720at314145	Single
57726at314145	Single
57734at314145	Single
57741at314145	Single
57752at314145	Single
57756at314145	Single
57764at314145	Single
57782at314145	Single
57794at314145	Single
57815at314145	Single
57831at314145	Single
57838at314145	Single
57843at314145	Single
5784at314145	Single
57852at314145	Single
57855at314145	Single
57882at314145	Single
57903at314145	Single
57907at314145	Single
57908at314145	Single
57909at314145	Single
57914at314145	Single
57918at314145	Single
57923at314145	Single
57924at314145	Single
57930at314145	Single
57941at314145	Single
57944at314145	Single
57948at314145	Single
5795at314145	Single
57974at314145	Single
57986at314145	Single
58010at314145	Single
58021at314145	Single
58030at314145	Single
58036at314145	Single
58037at314145	Single
58057at314145	Single
58065at314145	Single
58066at314145	Single
58075at314145	Single
58080at314145	Single
58084at314145	Single
58088at314145	Single
58113at314145	Single
58139at314145	Single
58140at314145	Single
58144at314145	Single
58162at314145	Single
58166at314145	Single
58169at314145	Single
58170at314145	Single
58175at314145	Single
5817at314145	Single
58181at314145	Single
58182at314145	Single
58187at314145	Single
581at314145	Single
58210at314145	Single
58220at314145	Single
58227at314145	Single
58229at314145	Single
58232at314145	Single
58249at314145	Single
58254at314145	Single
58272at314145	Single
58276at314145	Single
58281at314145	Single
58286at314145	Single
58297at314145	Single
58306at314145	Single
58324at314145	Single
58325at314145	Single
58336at314145	Single
58344at314145	Single
58350at314145	Single
58352at314145	Single
58358at314145	Single
58359at314145	Single
58369at314145	Single
58370at314145	Single
58379at314145	Single
58385at314145	Single
5839at314145	Single
58411at314145	Single
58424at314145	Single
58425at314145	Single
58444at314145	Single
58447at314145	Single
58457at314145	Single
58462at314145	Single
58469at314145	Single
58472at314145	Single
58473at314145	Single
58491at314145	Single
58492at314145	Single
58498at314145	Single
58511at314145	Single
58515at314145	Single
58533at314145	Single
58537at314145	Single
58539at314145	Single
58544at314145	Single
58552at314145	Single
58565at314145	Single
58570at314145	Single
58594at314145	Single
58604at314145	Single
58607at314145	Single
58609at314145	Single
58613at314145	Single
58615at314145	Single
58617at314145	Single
58619at314145	Single
58630at314145	Single
58632at314145	Single
58641at314145	Single
58643at314145	Single
58672at314145	Single
58684at314145	Single
58693at314145	Single
58704at314145	Single
58711at314145	Single
58723at314145	Single
58730at314145	Single
58746at314145	Single
58757at314145	Single
58769at314145	Single
58773at314145	Single
58774at314145	Single
58777at314145	Single
5877at314145	Single
58783at314145	Single
58806at314145	Single
58808at314145	Single
58809at314145	Single
5880at314145	Single
58814at314145	Single
58828at314145	Single
58829at314145	Single
58831at314145	Single
58833at314145	Single
5883at314145	Single
58850at314145	Single
58858at314145	Single
58866at314145	Single
58868at314145	Single
58870at314145	Single
58872at314145	Single
58874at314145	Single
58877at314145	Single
58878at314145	Single
58911at314145	Single
58912at314145	Single
58918at314145	Single
58927at314145	Single
58937at314145	Single
58941at314145	Single
58955at314145	Single
58957at314145	Single
5895at314145	Single
58968at314145	Single
58969at314145	Single
58985at314145	Single
58996at314145	Single
58at314145	Single
59005at314145	Single
59007at314145	Single
59010at314145	Single
59021at314145	Single
59024at314145	Single
5902at314145	Single
59033at314145	Single
59035at314145	Single
59038at314145	Single
59039at314145	Single
59042at314145	Single
5904at314145	Single
59054at314145	Single
59057at314145	Single
59063at314145	Single
59066at314145	Single
59067at314145	Single
59073at314145	Single
59077at314145	Single
59078at314145	Single
59083at314145	Single
59095at314145	Single
59132at314145	Single
59142at314145	Single
59148at314145	Single
59154at314145	Single
59156at314145	Single
59168at314145	Single
59173at314145	Single
59179at314145	Single
59182at314145	Single
59203at314145	Single
59211at314145	Single
59230at314145	Single
59233at314145	Single
59238at314145	Single
59245at314145	Single
59252at314145	Single
59255at314145	Single
59267at314145	Single
59278at314145	Single
59284at314145	Single
592at314145	Single
59304at314145	Single
59334at314145	Single
59337at314145	Single
59342at314145	Single
59348at314145	Single
5934at314145	Single
59359at314145	Single
59371at314145	Single
59378at314145	Single
59379at314145	Single
59381at314145	Single
5940at314145	Single
59413at314145	Single
59417at314145	Single
59426at314145	Single
59427at314145	Duplicated
59427at314145	Duplicated
59433at314145	Single
59435at314145	Single
59439at314145	Single
59452at314145	Single
59465at314145	Single
5946at314145	Single
59486at314145	Single
5948at314145	Single
59490at314145	Single
59495at314145	Single
59500at314145	Single
59526at314145	Single
59559at314145	Single
59571at314145	Single
59575at314145	Single
59590at314145	Single
5959at314145	Single
59604at314145	Single
59612at314145	Single
59622at314145	Single
59635at314145	Single
59638at314145	Single
59644at314145	Single
59650at314145	Single
59660at314145	Single
59678at314145	Single
59679at314145	Single
59681at314145	Single
59686at314145	Single
59697at314145	Single
59700at314145	Single
59706at314145	Single
59714at314145	Single
59729at314145	Single
59737at314145	Single
59740at314145	Single
59748at314145	Single
59750at314145	Single
59752at314145	Single
59772at314145	Single
59775at314145	Single
59785at314145	Single
59799at314145	Single
597at314145	Single
59805at314145	Single
59821at314145	Single
59831at314145	Single
59843at314145	Single
59848at314145	Single
59857at314145	Single
59859at314145	Single
59873at314145	Single
59898at314145	Single
59904at314145	Single
59907at314145	Single
59924at314145	Single
59925at314145	Single
59932at314145	Single
59951at314145	Single
59957at314145	Single
59964at314145	Single
59974at314145	Single
59976at314145	Single
5997at314145	Single
59988at314145	Single
59989at314145	Single
60001at314145	Single
60007at314145	Single
6000at314145	Single
60019at314145	Single
60025at314145	Single
60029at314145	Single
60052at314145	Single
60057at314145	Single
60072at314145	Single
60086at314145	Single
60090at314145	Single
60094at314145	Single
60095at314145	Single
60097at314145	Single
60101at314145	Single
60118at314145	Single
60140at314145	Single
60146at314145	Single
60147at314145	Single
60149at314145	Single
60152at314145	Single
60155at314145	Single
60158at314145	Single
60159at314145	Single
60168at314145	Single
60171at314145	Single
60176at314145	Single
60180at314145	Single
60187at314145	Single
60194at314145	Single
60203at314145	Single
60205at314145	Single
60210at314145	Single
60213at314145	Single
60214at314145	Single
60216at314145	Single
60230at314145	Single
60250at314145	Single
60255at314145	Single
60258at314145	Single
60267at314145	Single
60269at314145	Single
60279at314145	Single
6027at314145	Single
60291at314145	Single
60293at314145	Single
60301at314145	Single
60308at314145	Single
60329at314145	Single
60332at314145	Single
60337at314145	Single
60341at314145	Single
60346at314145	Single
60350at314145	Single
60355at314145	Single
60358at314145	Single
60367at314145	Single
60379at314145	Single
6037at314145	Single
60380at314145	Single
6038at314145	Single
60408at314145	Single
60411at314145	Single
60420at314145	Single
60426at314145	Single
60434at314145	Single
60436at314145	Single
60441at314145	Single
60450at314145	Single
60459at314145	Single
60468at314145	Single
