Gene	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	Identity	Fraction	Frameshift events	Best gene	Codons
53990at314145	Single	OW443371.1	38542911	38572163	-	2002	359	0.9023	1.0	0	53990at314145_143302_0:003c6b	38572018_38572163_-|38561537_38561667_-|38554065_38554249_-|38553743_38553867_-|38550390_38550586_-|38544710_38544861_-|38544424_38544540_-|38542909_38543168_-
53992at314145	Single	OW443360.1	105848575	105866870	+	1575	379	0.7354	0.976303317535545	0	53992at314145_42254_0:003ed6	105848576_105848770_+|105855664_105855792_+|105855911_105856041_+|105856625_105856704_+|105859790_105859877_+|105860731_105860863_+|105862127_105862227_+|105864350_105864445_+|105865947_105866112_+|105866757_105866870_+
53994at314145	Single	OW443360.1	8504548	8542756	+	1683	297	0.9269	1.0	0	53994at314145_29073_0:00038e	8504549_8504590_+|8509992_8510072_+|8512227_8512356_+|8514676_8514725_+|8520622_8520752_+|8521497_8521614_+|8523876_8523995_+|8524085_8524141_+|8540139_8540250_+|8541507_8541588_+|8542654_8542759_+
53996at314145	Single	OW443369.1	93743	185899	+	1819	329	0.7885	0.78	0	53996at314145_9402_0:000240	93744_93779_+|122573_122672_+|143262_143369_+|146892_146989_+|163308_163405_+|174024_174165_+|178748_178898_+|179547_179607_+|180561_180630_+|181163_181254_+|184216_184345_+|184428_184469_+|185726_185902_+
54003at314145	Single	OW443368.1	13109592	13115277	-	2173	361	0.9374	1.0	0	54003at314145_109478_0:00262b	13115235_13115277_-|13114532_13114720_-|13113840_13114106_-|13113368_13113576_-|13113082_13113261_-|13112816_13112915_-|13110238_13110351_-|13109925_13110019_-|13109590_13109736_-
54004at314145	Single	OW443372.1	38272316	38326875	-	1970	392	0.8133	1.0	0	54004at314145_9874_0:00094e	38326794_38326875_-|38284560_38284794_-|38283512_38283656_-|38278615_38278711_-|38277674_38277843_-|38277034_38277214_-|38275141_38275265_-|38272314_38272631_-
5400at314145	Single	OW443360.1	131751118	131841721	-	7841	1513	0.8545	1.0	0	5400at314145_34882_0:001003	131841573_131841721_-|131837752_131837946_-|131828373_131828620_-|131820753_131820870_-|131793868_131793957_-|131785743_131785823_-|131784298_131784394_-|131779807_131779895_-|131779267_131779369_-|131767688_131767870_-|131766894_131767031_-|131765821_131765950_-|131763026_131763087_-|131757494_131758202_-|131757138_131757225_-|131756541_131756680_-|131752886_131755216_-|131751116_131751585_-
54013at314145	Single	OW443367.1	53847621	53897396	-	1991	361	0.9335	1.0	0	54013at314145_225400_0:002654	53897336_53897396_-|53891022_53891156_-|53890087_53890152_-|53886553_53886659_-|53884475_53884554_-|53863912_53863982_-|53862731_53862892_-|53859586_53859698_-|53856044_53856175_-|53847619_53847912_-
54016at314145	Single	OW443360.1	196884645	196890786	+	1969	361	0.8762	1.0	0	54016at314145_143302_0:001149	196884646_196884732_+|196885067_196885147_+|196885645_196885719_+|196886764_196886910_+|196888203_196888451_+|196888604_196888778_+|196889149_196889257_+|196889751_196889910_+|196890586_196890789_+
54019at314145	Single	OW443368.1	13867805	13869239	+	2419	389	0.9707	1.0	0	54019at314145_143302_0:001cc9	13867806_13869242_+
54024at314145	Single	OW443371.1	37259636	37303057	-	2282	413	0.9274	0.9959839357429718	1	54024at314145_9407_0:000599	37302936_37303057_-|37294068_37294143_-|37293666_37293781_-|37272187_37272260_-|37270640_37270732_-|37270252_37270333_-|37269188_37269270_-|37267745_37267803_-|37267507_37267623_-|37266179_37266258_-|37262992_37263092_-|37260610_37260728_-|37259959_37260100_-|37259637_37259856_-
54032at314145	Single	OW443377.1	86465437	86468865	+	1804	387	0.751	1.0	0	54032at314145_30521_0:000673	86465438_86465654_+|86465839_86466031_+|86466697_86466865_+|86466981_86467083_+|86467325_86467378_+|86467650_86467740_+|86467856_86468045_+|86468188_86468329_+|86468425_86468498_+|86468629_86468868_+
54041at314145	Single	OW443376.1	71386839	71392434	-	3698	630	0.9314	1.0	0	54041at314145_109478_0:00250b	71391496_71392434_-|71391139_71391240_-|71390820_71390911_-|71390532_71390707_-|71388683_71388886_-|71388261_71388472_-|71387957_71388128_-|71386837_71387213_-
54042at314145	Single	OW443379.1	45730550	45746427	-	8139	1234	0.9891	1.0	0	54042at314145_118797_0:003704	45746325_45746427_-|45744630_45744824_-|45744463_45744497_-|45744327_45744362_-|45744137_45744238_-|45743226_45743294_-|45742947_45742991_-|45742734_45742787_-|45742499_45742552_-|45741925_45741978_-|45741751_45741804_-|45741368_45741421_-|45741236_45741280_-|45741066_45741119_-|45740901_45740945_-|45740680_45740733_-|45740331_45740429_-|45740200_45740244_-|45740004_45740102_-|45739821_45739874_-|45739569_45739676_-|45739438_45739491_-|45739072_45739170_-|45738835_45738888_-|45738650_45738748_-|45737963_45738016_-|45737708_45737761_-|45737537_45737590_-|45737384_45737437_-|45736895_45736939_-|45736705_45736803_-|45736338_45736445_-|45735800_45735907_-|45735538_45735591_-|45735270_45735323_-|45734950_45735057_-|45734809_45734862_-|45734636_45734689_-|45734335_45734496_-|45734139_45734246_-|45733878_45733985_-|45733718_45733771_-|45733504_45733611_-|45733027_45733080_-|45732805_45732912_-|45732409_45732462_-|45732009_45732116_-|45731635_45731917_-|45731338_45731528_-|45730810_45731052_-|45730548_45730694_-
54043at314145	Single	OW443360.1	49116886	49123569	+	2100	367	0.9974	1.0	0	54043at314145_118797_0:000825	49116887_49116897_+|49118359_49118537_+|49119840_49120001_+|49121593_49121739_+|49122151_49122278_+|49122478_49122677_+|49123254_49123572_+
54053at314145	Single	OW443375.1	78409270	78421389	-	1943	325	0.9225	1.0	0	54053at314145_9365_0:00046a	78421202_78421389_-|78415746_78415990_-|78415458_78415589_-|78412403_78412503_-|78411079_78411251_-|78410045_78410215_-|78409268_78409430_-
54072at314145	Single	OW443360.1	16332318	16412347	-	2301	342	0.9796	1.0	0	54072at314145_109478_0:003cb4	16412002_16412347_-|16397122_16397205_-|16360887_16361050_-|16338987_16339119_-|16338753_16338863_-|16337056_16337233_-|16335555_16335708_-|16332316_16332474_-
54076at314145	Single	OW443376.1	51569952	51576686	+	1834	337	0.9173	1.0	0	54076at314145_143302_0:003818	51569953_51570106_+|51570187_51570326_+|51573861_51573915_+|51574091_51574303_+|51574387_51574475_+|51574555_51574699_+|51574774_51574881_+|51575047_51575115_+|51576124_51576225_+|51576601_51576689_+
54087at314145	Single	OW443374.1	60581951	60606469	+	2087	378	0.975	1.0	0	54087at314145_30538_0:002b85	60581952_60582062_+|60582300_60582386_+|60589250_60589450_+|60593757_60593888_+|60594255_60594408_+|60599013_60599074_+|60600768_60600867_+|60601847_60601980_+|60602473_60602532_+|60606311_60606472_+
5409at314145	Single	OW443360.1	174788216	174989149	-	8229	1418	0.8917	1.0	0	5409at314145_143302_0:001213	174988964_174989149_-|174960388_174960535_-|174955208_174955350_-|174908391_174908422_-|174847592_174847683_-|174819994_174820069_-|174816674_174816694_-|174814767_174814845_-|174812260_174812414_-|174810277_174810352_-|174807573_174807782_-|174803195_174803296_-|174800784_174800916_-|174799889_174799950_-|174799541_174799626_-|174798873_174799081_-|174797754_174797892_-|174795743_174795875_-|174794821_174794986_-|174794147_174794248_-|174793765_174793887_-|174793482_174793591_-|174792971_174793125_-|174792484_174792767_-|174792181_174792378_-|174791317_174791543_-|174790982_174791104_-|174790387_174790523_-|174790057_174790250_-|174788214_174789742_-
5410at314145	Single	OW443372.1	7087528	7240895	-	7471	1211	0.9175	1.0	0	5410at314145_59538_0:0053f0	7240772_7240895_-|7191627_7191694_-|7165623_7165813_-|7152650_7154013_-|7130816_7131058_-|7128049_7128195_-|7122279_7122436_-|7118777_7118893_-|7117204_7117303_-|7117020_7117103_-|7115341_7115607_-|7113833_7113982_-|7111694_7111855_-|7111069_7111202_-|7110453_7110531_-|7109569_7109635_-|7106228_7106324_-|7101933_7102033_-|7101172_7101252_-|7097974_7098165_-|7096443_7096513_-|7095532_7095648_-|7094486_7094645_-|7092504_7092626_-|7091759_7091865_-|7089693_7089872_-|7087526_7087546_-
54110at314145	Single	OW443379.1	5351678	5362549	+	1835	346	0.8801	1.0	0	54110at314145_109478_0:0034f2	5351679_5351792_+|5352997_5353145_+|5359586_5359799_+|5360080_5360262_+|5360794_5360940_+|5361301_5361459_+|5362048_5362123_+|5362422_5362552_+
54129at314145	Single	OW443362.1	93792760	93823285	+	2084	347	0.9417	0.9244851258581236	0	54129at314145_109478_0:001b94	93792761_93792911_+|93798729_93798877_+|93799293_93799391_+|93811422_93811574_+|93811700_93811812_+|93811912_93812019_+|93814177_93814315_+|93817064_93817174_+|93820934_93820985_+|93823125_93823288_+
54146at314145	Single	OW443362.1	28227814	28249265	-	1926	351	0.8676	0.9116379310344828	0	54146at314145_42254_0:0024fb	28249145_28249265_-|28244663_28244730_-|28243676_28243893_-|28241964_28242046_-|28238413_28238550_-|28237784_28237936_-|28237100_28237287_-|28227812_28228114_-
5414at314145	Single	OW443360.1	169200493	169321793	-	6951	1105	0.9298	1.0	0	5414at314145_109478_0:002a51	169321724_169321793_-|169316122_169318223_-|169282791_169282890_-|169280165_169280341_-|169278412_169278581_-|169272375_169272495_-|169268059_169268181_-|169266068_169266223_-|169245333_169245557_-|169243373_169243455_-|169234718_169234822_-|169213333_169213483_-|169211163_169211243_-|169207797_169207959_-|169204328_169204433_-|169202076_169202252_-|169200491_169200652_-
54150at314145	Single	OW443361.1	199824896	199826264	-	2130	404	0.9057	0.9764453961456103	0	54150at314145_9407_0:003b70	199824894_199826264_-
54151at314145	Single	OW443376.1	81074991	81079977	-	2135	364	0.8783	1.0	0	54151at314145_9798_0:00218c	81079880_81079977_-|81078925_81079033_-|81078232_81078490_-|81077170_81077294_-|81076483_81076619_-|81075912_81076138_-|81075572_81075649_-|81075267_81075437_-|81074992_81075122_-
5417at314145	Single	OW443365.1	130953384	130974099	-	9902	1690	0.9314	1.0	0	5417at314145_132908_0:003295	130973907_130974099_-|130968335_130968483_-|130968017_130968177_-|130967246_130967454_-|130966250_130966334_-|130965637_130965743_-|130964395_130964574_-|130963953_130964312_-|130963553_130963713_-|130962859_130963056_-|130962264_130962488_-|130962069_130962173_-|130961477_130961696_-|130961015_130961157_-|130960727_130960865_-|130960366_130960586_-|130958320_130959754_-|130957958_130958121_-|130956854_130957430_-|130956095_130956415_-|130955779_130955897_-|130955546_130955683_-|130955030_130955215_-|130954137_130954437_-|130953652_130953715_-|130953382_130953421_-
54182at314145	Single	OW443360.1	110866684	110911352	-	2525	412	0.9256	1.0	0	54182at314145_291302_0:0043cf	110911282_110911352_-|110903228_110903360_-|110898671_110899278_-|110873928_110874061_-|110872350_110872482_-|110870924_110871158_-|110866682_110866942_-
54190at314145	Single	OW443380.1	49719157	49722614	-	3708	566	0.9905	1.0	0	54190at314145_118797_0:00247c	49721815_49722614_-|49720029_49720831_-|49719155_49719753_-
54203at314145	Single	OW443376.1	72236260	72247491	+	2103	354	0.9852	1.0	0	54203at314145_118797_0:001466	72236261_72236355_+|72242928_72243103_+|72243359_72243413_+|72244442_72244507_+|72244591_72244754_+|72246565_72246655_+|72246751_72246904_+|72246977_72247102_+|72247201_72247494_+
54204at314145	Single	OW443375.1	51291008	51327838	+	1877	334	0.9721	0.8117913832199547	0	54204at314145_9691_0:003230	51291009_51291175_+|51292236_51292418_+|51304984_51305029_+|51317515_51317627_+|51321809_51321982_+|51323964_51324012_+|51324092_51324257_+|51327663_51327841_+
5420at314145	Single	OW443369.1	14544331	14690098	+	8241	1441	0.851	1.0	0	5420at314145_9938_0:002390	14544332_14544500_+|14603762_14606455_+|14607554_14607642_+|14608943_14609120_+|14610983_14611113_+|14613341_14613524_+|14614648_14614707_+|14615907_14616055_+|14624051_14624228_+|14627215_14627402_+|14636554_14636750_+|14638485_14638573_+|14649950_14650152_+|14652788_14653011_+|14653956_14654109_+|14659975_14660292_+|14670741_14670787_+|14676546_14676706_+|14681341_14681486_+|14689850_14690101_+
54210at314145	Single	OW443360.1	24316500	24317843	-	2289	363	0.9531	0.9889624724061811	0	54210at314145_89399_0:00006e	24316498_24317843_-
54213at314145	Single	OW443364.1	141558487	141645960	-	2154	375	0.9976	0.971830985915493	0	54213at314145_30538_0:001a99	141645042_141645960_-|141558485_141558810_-
54224at314145	Single	OW443380.1	47402979	47421372	+	2207	361	0.9372	1.0	0	54224at314145_109478_0:002138	47402980_47403087_+|47410980_47411159_+|47411268_47411354_+|47415094_47415202_+|47417410_47417571_+|47419285_47419491_+|47419614_47419755_+|47419992_47420163_+|47421205_47421375_+
54227at314145	Single	OW443361.1	158190890	158218256	-	2238	386	0.9579	0.9555084745762712	0	54227at314145_29073_0:0004d8	158218070_158218256_-|158213322_158213619_-|158208378_158208597_-|158199027_158199152_-|158196941_158197133_-|158193468_158193557_-|158190888_158191129_-
5422at314145	Single	OW443379.1	40533559	40546858	-	7155	1129	0.9708	0.9830757910228108	0	5422at314145_32536_0:001aa5	40546774_40546858_-|40546264_40546365_-|40545976_40546169_-|40545379_40545526_-|40545083_40545286_-|40544287_40544471_-|40543523_40543666_-|40542637_40542898_-|40542017_40542166_-|40541587_40541758_-|40541015_40541121_-|40540749_40540868_-|40540175_40540378_-|40539810_40539966_-|40539597_40539724_-|40539114_40539299_-|40537706_40537927_-|40537210_40537449_-|40535953_40536306_-|40535665_40535792_-|40535112_40535205_-|40534679_40534924_-|40534523_40534570_-|40533560_40533684_-
54241at314145	Single	OW443367.1	17448050	17465486	-	2189	426	0.8719	1.0	0	54241at314145_225400_0:002f73	17465007_17465486_-|17462547_17463074_-|17457090_17457254_-|17448048_17448329_-
54242at314145	Single	OW443360.1	105586259	105601713	+	2598	455	0.9768	1.0	0	54242at314145_118797_0:0026ad	105586260_105586469_+|105587469_105587715_+|105589463_105589599_+|105590862_105591057_+|105593390_105593586_+|105598861_105599085_+|105599759_105600049_+|105601663_105601716_+
54261at314145	Single	OW443366.1	90250769	90251438	-	1160	205	0.9731	1.0	0	54261at314145_9915_0:0018ae	90250767_90251438_-
54282at314145	Single	OW443368.1	70646511	70662810	-	1860	360	0.8261	1.0	0	54282at314145_42254_0:001079	70662703_70662810_-|70661064_70661246_-|70658798_70659034_-|70657904_70658078_-|70652204_70652322_-|70651186_70651376_-|70648653_70648797_-|70646509_70646595_-
54283at314145	Single	OW443360.1	44203397	44357983	+	2022	341	0.9423	0.930648769574944	0	54283at314145_143302_0:00422b	44203398_44203724_+|44245936_44246053_+|44278078_44278238_+|44280440_44280626_+|44295890_44296029_+|44357669_44357986_+
54296at314145	Single	OW443361.1	8380351	8430734	+	1681	296	0.855	1.0	0	54296at314145_9402_0:000a3e	8380352_8380679_+|8383387_8383509_+|8387437_8387702_+|8398152_8398377_+|8418425_8418544_+|8427115_8427165_+|8430676_8430737_+
5429at314145	Single	OW443364.1	66814617	67106336	+	7283	1101	0.9888	1.0	0	5429at314145_9749_0:0000d7	66814618_66814770_+|66815565_66815633_+|66821497_66821627_+|66831856_66831949_+|66836354_66836386_+|66837333_66837387_+|66845718_66845842_+|66846585_66846671_+|66849070_66849137_+|66850433_66850586_+|66850689_66850748_+|66852410_66852517_+|66857638_66857718_+|66860255_66860425_+|66867716_66867790_+|66868906_66868941_+|66869827_66869917_+|66870342_66870388_+|66871374_66871463_+|66880462_66880497_+|66920966_66921068_+|66921622_66921682_+|66921919_66922051_+|66925142_66925193_+|66939743_66939785_+|66941398_66941470_+|66941758_66941877_+|66950926_66950997_+|66956821_66956940_+|66958015_66958071_+|66961383_66961465_+|66962193_66962277_+|66963159_66963257_+|66970862_66970951_+|66975703_66975749_+|66985925_66986072_+|66994064_66994153_+|66994709_66994751_+|66998316_66998419_+|67002787_67002868_+|67003206_67003288_+|67018915_67018995_+|67020587_67020756_+|67023690_67023855_+|67048264_67048317_+|67102850_67102930_+|67106190_67106339_+
54317at314145	Single	OW443360.1	98998937	99004929	-	2193	369	0.9011	0.9937238493723849	0	54317at314145_109478_0:001ea0	99004819_99004929_-|99002272_99002396_-|99001926_99002118_-|99001400_99001462_-|99001022_99001165_-|99000088_99000569_-|98999485_98999669_-|98998938_98999056_-
54320at314145	Single	OW443368.1	90931807	90961312	+	1674	362	0.7608	1.0	0	54320at314145_34882_0:002d07	90931808_90931951_+|90948004_90948048_+|90948369_90948478_+|90949441_90949610_+|90950123_90950280_+|90959561_90959771_+|90959905_90960087_+|90961080_90961315_+
54334at314145	Single	OW443362.1	179749615	179766085	-	2579	413	0.9077	1.0	0	54334at314145_291302_0:0036ad	179765996_179766085_-|179765147_179765193_-|179764151_179764271_-|179761747_179761854_-|179760596_179760724_-|179757818_179758031_-|179755784_179755910_-|179754726_179754826_-|179753964_179754136_-|179753364_179753522_-|179751330_179751494_-|179749613_179749807_-
5433at314145	Single	OW443372.1	8758510	8921567	-	6492	1038	0.9595	1.0	0	5433at314145_59538_0:004b28	8921316_8921567_-|8831310_8831438_-|8823019_8823180_-|8797135_8797315_-|8794655_8794789_-|8791046_8791212_-|8781881_8782105_-|8780515_8780749_-|8773325_8773469_-|8770570_8770714_-|8768423_8768516_-|8765275_8765418_-|8762261_8762802_-|8760293_8761456_-|8758508_8758624_-
54345at314145	Single	OW443361.1	99612685	99683417	-	1930	348	0.8136	0.8595825426944972	0	54345at314145_42254_0:00085d	99683019_99683417_-|99669334_99669391_-|99658557_99658621_-|99649417_99649575_-|99642314_99642416_-|99636082_99636224_-|99616649_99616822_-|99614099_99614293_-|99612683_99612802_-
54362at314145	Single	OW443366.1	56219117	56264725	-	1973	345	0.8692	1.0	0	54362at314145_109478_0:002340	56264406_56264725_-|56263657_56263734_-|56255734_56255818_-|56240470_56240574_-|56238498_56238647_-|56229910_56229992_-|56228531_56228695_-|56223810_56223917_-|56219115_56219262_-
54365at314145	Single	OW443362.1	60355660	60356860	-	2068	341	0.98	1.0	0	54365at314145_9749_0:002467	60355661_60356860_-
54370at314145	Single	OW443361.1	25548685	25581108	+	2113	396	0.9456	1.0	0	54370at314145_42254_0:00119c	25548686_25548772_+|25552697_25552796_+|25557964_25558098_+|25563616_25563814_+|25564077_25564208_+|25577091_25577190_+|25578786_25578957_+|25580493_25580637_+|25580822_25580876_+|25580965_25581111_+
54376at314145	Single	OW443365.1	97242855	97342399	-	1872	283	0.9718	1.0	0	54376at314145_30521_0:00354b	97342036_97342399_-|97332827_97333167_-|97261729_97261831_-|97259609_97259746_-|97243586_97243680_-|97242853_97242950_-
